F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,Target
203,23.96,UK,-20.64,2331.3,138.38,-19684.44,47.42,676.7,12.38,Medium,17.54,-61.95,-162.86,390.46,-53.88,-14424.96,-33747.32,-11.61,45.9,1971.15,-10.66,4,7262.97,30323.73,221.32,328.54,1783.96,219.54,-6990.69,0.6,-29.9,177.86,-312.92,974.81,3,2775.93
171.98,182.02,USA,-30.56,1358.82,81.06,-34909.89,63.74,761.26,10.84,Very low,11.14,-55.23,-199.91,2482.16,-68.07,-19603,-22389.52,-11.7,1.08,1716.21,-10.42,2,140.5,25725.87,262.33,1349.64,1505.56,429.69,-3705.12,1.12,-72.71,182.58,-125.57,1169.05,4,141.67
145.84,40.74,Europe,-27.2,540.81,85.66,-17533.89,229.4,817.28,-1.68,Low,15.4,-56.07,-153.58,1660,-81.93,-13905.8,-18461.22,-7.8,17.25,3329.04,-11.06,5,1570.09,25672.62,174.54,377.32,1569.82,440.58,-6816.24,1.3,4.02,219.34,-167.65,830.84,3,2314.81
218.36,-84.7,UK,-19.38,6498.66,20.74,-40600.56,138.04,1083.95,12.48,Medium,-7.72,-72.18,-154.38,1933.8,-71.28,-22131.62,-19664.38,-0.03,356.76,2702.88,-9.53,6,794.13,16125.39,158.11,850.8,1585.1,321.06,-5547.99,2.55,-51.05,157.9,-181.4,1248.86,5,224.55
193.32,13.2,Rest,-26.3,2828.25,13.6,-11516.25,-16.86,789.67,5.93,Medium,7.06,-61.35,-182.03,560.34,-68.55,-12825.12,-21763.28,-12.6,4.74,18.03,-12.6,6,1442.28,30411.72,174.14,497.66,2191.06,332.28,-5687.04,3.78,-69.28,127.74,-130.94,-84.36,2,2571.62
199.82,27.32,Rest,-35.9,1586.28,-103.38,-15452.43,75.64,778.4,8.34,Very low,16.68,-57.81,-200.46,1830.48,-75.99,-6481.86,-15038.3,-3.72,4.53,2430.06,-14.48,1,3976.4,14125.38,135.58,1118.8,2197.58,459.27,-3899.01,1.59,-56.87,253.32,-178.08,967.06,3,789.11
111.14,-58.02,UK,-13.88,3514.26,-27.58,-27669.27,143.34,524.38,11.79,Low,17.48,-63.69,-216.12,609.4,-68.25,-16890.04,-18390.64,-3,0,3555.21,-10.04,0,3578.18,21345.03,158.88,519,2548.78,536.4,-6333.39,0.36,-33.15,95.28,-195.94,373.26,3,561.05
130.84,94.36,UK,-18.48,844.89,49.68,-18441.03,86.18,824,10.54,High,10.48,-62.28,-206.51,1994.5,-90.75,-16444.58,-18343.94,-3.66,0.33,2648.28,-18.12,9,7021.24,19125.39,206.63,-242.46,3117.94,293.76,-8222.07,3.07,-10.97,233.04,-148.53,509.25,1,276.01
86.22,176.4,Rest,-18.4,2261.19,20.56,-8655.12,62.12,1096.01,7.98,Very low,14.48,-54.54,-208.41,2466.76,-74.73,-14484.04,-26712.5,-13.53,2.07,3568.59,-10.74,4,4032.16,17588.37,202.59,1172.8,2273.96,219.27,-4713.78,1.17,-35.81,126.6,-180.8,402.88,3,349.3
193.52,24.62,USA,-22.76,2097.45,3.6,-24493.98,126.96,1510.23,10.27,Medium,7.14,-60.99,-140.32,1223.44,-80.55,-11876.08,-21800.58,-10.02,125.94,1199.67,6.78,5,4617.09,14909.7,220.94,953.74,2168.88,283.02,-8149.86,6.93,-11.52,203.12,-250.99,878.63,4,829.85
257.72,-119.12,UK,-28.08,3387.63,124.86,-6841.92,11.38,1053.71,7.74,Very high,0.14,-75.96,-178.88,1383.58,-74.55,-8488.62,-8034.28,-13.23,1.65,2684.64,-21.91,5,-548.29,18851.61,218.53,86.9,1862.1,314.7,-5908.98,1.45,-56.61,201.12,-178.98,513.67,5,-345.53
213.78,-58.26,UK,-11.8,2423.97,-2.74,-24612.96,169.6,76.57,11.68,High,16.68,-55.47,-104.32,2394.24,-71.34,-17289.16,-17692.22,-25.95,3,3970.62,-5.24,4,1337.09,21634.26,236.82,1996.8,1389.34,377.61,-6208.29,1.69,-15.56,275.12,-114.11,656.43,4,848.98
223.92,-62.8,USA,-16.02,2582.55,-15,-16364.67,-48.92,602.79,8.79,Low,9.9,-73.62,-135.16,1457.72,-61.26,-16256.8,-18292.3,-21.66,1.02,3585.63,-13.83,2,374.9,34584.6,186.57,1366.18,2002.76,286.92,-4988.19,8.82,-56.18,222,-197.97,512,2,96.5
258.88,7.5,Rest,-24.08,2571.27,12.62,-20697.15,90.04,1113.19,3.95,Medium,18.42,-53.91,-175.92,1732.24,-63.48,-7229.2,-12353.2,-14.58,3.72,1670.64,-14.44,4,2571.43,30016.26,226.67,891.18,1217.14,367.08,-5025.57,3.14,-37.99,235.02,-186.57,822.89,4,1324.19
307.92,-53.88,UK,-11.8,2482.62,5.16,-21341.34,69.06,187.35,9.33,Very low,17.2,-51.99,-197.15,2093.26,-61.17,-15657.06,-5541.58,-4.8,15.12,1557.54,-15.03,9,5669.78,25799.22,251.68,-153.56,1976.44,333.9,-6055.32,4.49,-38.35,228.56,-152.12,894.58,4,-359.93
214.2,25.72,UK,-25.4,2354.7,0.04,-20963.19,62.24,1018.14,6.47,Very low,9.02,-54.57,-232.79,2321.26,-66.57,-175.92,-13458.5,8.4,753.09,2105.94,-14.22,3,3049.34,20578.44,226.12,-288.08,1216.46,254.91,-5880.96,2.06,-42.34,168.68,-181.26,693.54,8,153.71
120.28,64.6,USA,-24.72,3414.36,-67.94,-14782.8,100.12,994.12,8.63,High,12.46,-53.82,-143.55,1360.86,-63.15,-7092.4,-18288.86,-1.29,1.92,2531.22,-6.6,4,6464.93,22916.01,234.04,456.18,2954.56,220.41,-7708.47,1.08,-1.15,93.16,-126.65,232.51,5,641
219.06,3.38,Rest,-19.78,1481.94,7.88,-19914.78,63.48,894.67,6.8,Medium,35.04,-68.19,-177.22,2142.46,-69.63,-18516.36,-12403.16,-0.45,4.23,2082.48,-10.96,3,791.22,34369.68,223.5,310.42,1591.78,287.76,-5228.67,1.04,-31.08,168.24,-174.76,1071.94,4,-778.42
189.42,53.44,Europe,-24.24,5713.2,-95.98,-6109.17,45.64,546.96,4.47,Low,9.9,-62.34,-205.84,2320.1,-63.42,-10552.26,-17851.84,7.08,239.31,953.4,-14.84,2,6714.54,29394.45,285.97,468.96,1678.14,174.36,-5755.14,4.33,48.51,232.48,-204.96,420.82,2,2394.06
146.72,205.84,Rest,-16.14,608.85,-4.78,-36295.83,73.38,1272.05,8.94,Very high,4.64,-54.87,-197.63,2283.46,-80.31,-13776.58,-26394.12,-6.81,146.73,959.37,-11.38,5,733,17929.95,210.52,462.5,1356.62,308.64,-5501.85,5.54,-8.77,167.04,-195.33,870.69,4,2738.03
202.16,19.26,USA,-23.14,2119.8,66.26,-3311.58,77.54,893.31,6.18,Very high,13.52,-61.17,-193.11,1493.44,-74.85,-6626.82,-34662.54,-4.29,0,2507.67,-8.53,3,10132.03,31471.92,225.52,1672.16,1257.84,304.92,-5686.68,1.34,-22.05,333.28,-126.91,482.72,5,545.71
174.46,-33.64,UK,-32.74,795.96,-23.64,-10632.57,45.78,904.28,6.83,High,6.2,-52.17,-244.51,952.28,-58.95,-20529,-14324.88,-13.77,0.15,2737.26,-11,5,6142.99,25730.37,178.74,1194.5,1123.28,323.31,-5853.03,1.09,-98.94,128.28,-116.14,583.53,2,1759.64
258.38,23.32,Rest,-19.88,2960.46,-77.7,-28821.72,103.54,618.06,5.59,Low,10.66,-53.16,-188.14,972.4,-63.66,-9903.04,-17456.94,-4.08,83.97,3047.07,-10.95,3,5726.75,40321.47,178.28,405.82,1493.56,384.27,-5900.55,3.17,-74.23,133.66,-207.1,350.96,2,2902.12
253.48,211.34,UK,-26.64,2015.01,-32.04,-22205.04,130.18,587.45,11.11,Very low,7.38,-56.28,-178.31,2609.28,-51.81,-17610.38,-26690.48,-0.51,209.16,2590.83,-9.11,6,9056.93,43728.09,256.87,1878.1,2192.88,441.39,-2238.09,0.43,-14.07,223.78,-146.55,739.29,5,422.34
134.36,-4.78,USA,-15.26,3952.08,-24.58,-18140.31,70.76,345.52,7.9,Very high,17.72,-53.4,-215.07,1885.9,-54.18,-12081.78,-19620.5,-1.32,0.12,1950.06,-9.96,1,4716.46,41066.19,201.93,443.52,1054.96,480.45,-4302.36,3.77,-9.61,278.62,-142.23,341.81,5,659.81
204.36,87.04,USA,-22.8,3562.77,-33,-35580.69,-63.9,990.47,9.02,Medium,15.92,-63.33,-181.36,2273.86,-58.71,-13801.88,-17424.12,-14.7,6.36,2571.06,-9.82,5,2197.96,25910.73,223.04,476.92,500.58,201.27,-6671.01,3.21,-5,151.04,-40.38,674.51,3,223.22
241.18,95.32,Europe,-19.82,1721.55,34.06,-32397.15,188,222.18,1.82,Low,20.62,-56.82,-210.39,2958.18,-76.68,-7438.42,-24296.38,11.16,10.8,2721.12,-9,1,3562.48,29007.42,278.14,167.72,2670.94,325.11,-3824.64,4.42,-61.98,179,-169.77,591.83,3,935.18
122.5,44.44,Rest,-15.18,863.67,-79.22,-25542.93,180.2,821.04,8.7,Very low,11.5,-53.58,-146.31,2289.84,-77.97,-10647.82,-14326.66,-3.99,0.69,3335.55,-10.85,2,6202,17590.68,192.35,1275.84,1871.24,66.36,-5996.94,1.6,-53.39,75.66,-169.04,725.35,2,280.65
221.34,69.06,USA,-13,2178.24,61.5,-19310.04,134.28,792.8,8.34,High,15,-62.16,-195.84,1607.56,-78.78,-22564.96,-23081.34,3.66,0.39,2538.81,-7.05,5,8448.06,30352.59,209.45,954,1042.3,395.58,-7369.2,0.52,-35.76,244.6,-208.67,476.09,3,499.87
321.7,30.28,USA,-23.48,2925.54,52.1,-28063.95,62.18,316.04,20.95,Low,17.72,-57.39,-149.61,960.02,-54.54,-20997.6,-27287.06,2.76,0,647.7,-2.94,4,8037.67,19552.2,223.89,273.62,1594.94,386.88,-5924.91,2.78,29.75,165.04,-178.74,-31.44,5,180.69
190.18,-29,Europe,-20.82,3547.29,-6.54,-13325.01,149.18,627.61,9.75,Very high,16.18,-66.06,-145.08,709,-71.28,-14433.78,-13521.14,2.19,3.81,2677.35,-21.28,3,1114.95,21169.41,217.3,1154.48,2370.76,125.31,-6006.42,0.81,-44.9,170.24,-199.78,688.88,2,3550.21
306.12,54.08,UK,-21.32,1671.03,-17.1,-26786.25,115.84,539.12,14.47,High,6.28,-64.29,-209.07,1570.12,-74.31,-19347.02,-28129.48,-2.1,0.09,3068.55,-11.59,3,3514.9,27494.67,286.11,1521.6,2419.58,396.99,-7200.63,1.85,-65.84,162.48,-190.42,437.58,4,724.17
180.74,52.82,UK,-29.18,3683.28,-28.8,-44826.06,77.64,1265.06,8.44,Very high,7.3,-64.38,-146.98,1496.02,-89.07,-9591.62,-15483.98,11.7,179.37,3882.21,-3.78,3,7743.28,31259.4,225.37,895.48,1475.48,389.88,-6569.46,3.72,-64.33,144.06,-249.08,732.4,0,2608.82
265.44,36.42,Europe,-27.28,2627.94,123.14,-20464.08,18.56,634.14,8.04,Low,9.1,-52.23,-184.4,1445.12,-47.76,-23082.9,-14986.18,-12.06,0.87,3379.62,-9.16,3,573.79,37052.76,168.17,899.1,1841.32,449.22,-6599.79,2.86,-51.16,294.66,-154.43,802.66,8,55.11
165.34,189.52,UK,-24.32,2587.65,25.12,-28521.21,50.78,896.82,9.37,Very high,10.5,-65.37,-171.19,1459.76,-62.55,-12252.3,-20499.58,25.74,6.39,761.4,-12.21,3,2371.25,18791.73,242.66,182.56,1945.88,283.2,-5465.76,2.36,15.17,136.52,-191.25,562.98,4,1377.59
216.4,50.22,Rest,-26.62,633.9,-76.22,-18782.94,86.8,534.38,9.37,Low,24.78,-54.6,-184,909.82,-75.78,-21401.84,-21062.48,-3.48,40.2,2992.05,-14.89,5,4036.36,38507.04,156.72,1285.74,1851.3,294.12,-3715.62,0.62,-40.39,194.26,-211.48,634.5,2,2826.29
119.1,96.2,UK,-27.84,2384.04,-32.8,-39122.37,69.02,667.21,9.54,Medium,15.58,-51.51,-182.88,1065.22,-58.32,-9625.06,-11031.2,-4.92,2.37,1760.85,-19.74,6,2012.06,42927.48,270.25,1185.36,571.26,360.27,-6610.08,3.89,-12.39,150.04,-200.7,322.89,4,1264.81
151.02,93.36,UK,-21.96,519.78,13.64,-5010.99,45.5,628.53,6.26,Low,27.86,-82.47,-116.69,1269.76,-55.8,31.36,-23615.12,-4.86,2.4,1307.22,-9.51,8,383.39,34928.52,238.62,785,694.9,320.16,-8587.29,4.44,-17.74,168,-220.37,1085.38,5,-1007.1
231.06,19.44,Europe,-21.9,2271.09,-122.52,-43214.43,98.98,1260.09,8.34,Medium,19.06,-63.93,-178.33,730.86,-81.9,-25387.66,-18277.64,-4.41,0.51,4763.88,-13.42,4,3345.52,31549.47,226.52,1159.32,1999.32,382.5,-6450.6,7,-5.7,222.08,-194.91,524.12,5,649.48
61.64,-21.62,Europe,-21.68,2582.73,219.92,-19498.71,-9.66,854.87,6.41,Very low,11.92,-55.41,-97.89,2712.18,-71.55,-7237.66,-10776.8,-3.66,39.9,1621.98,-12.1,3,1525.75,29459.34,282.79,936.16,2760.64,447.96,-5952.9,8.32,-54.26,169.88,-163.08,562.31,2,243.16
289.56,184.76,Rest,-21.2,4805.97,-41.5,-36108.78,68.34,512.92,9.54,Very high,19.62,-56.49,-176.25,1040.88,-87.06,-30998.58,-19838.32,-8.73,1.14,2141.22,-10.22,4,2113,7897.47,226.35,704.4,1911.46,355.17,-6324,3.55,-24.83,349.74,-131.73,737.1,2,2832.92
246.48,35.02,Rest,-18.96,6524.13,-1.06,-29002.86,42.88,820.43,6.46,High,19.62,-52.5,-126.11,751.64,-64.86,-19607.42,-13134.58,-1.65,0.75,2684.34,-6.28,4,5876.32,33246.81,190.23,527.64,633.82,257.76,-5000.58,0.61,-35.35,282.54,-200.22,277.34,4,2605.55
285.48,-115.34,Europe,-20.18,499.98,-24.12,-24366.63,-20.68,1308.48,12.31,Very high,10.36,-63.36,-172.74,2599.28,-74.79,-16410.78,-36356.44,1.53,16894.2,1896.45,-11.03,3,7211.34,36853.47,234.83,933.58,1047.42,227.73,-7008.39,7.9,-39.52,284.62,-207.17,390.43,2,3828.68
156.38,95.18,Rest,-8.4,2453.88,95,-21147.3,90.5,415.96,5.88,Very high,1.54,-55.62,-176.03,1971.2,-60.84,-27371.04,-22076.88,-2.67,0.06,1880.22,-10.96,5,-412.33,38028.9,230.04,-216.44,2111,271.8,-6035.34,2.09,-54.53,211.04,-201.44,396.6,7,-426.62
285.68,126.54,USA,-17.48,186.42,51.84,-24577.35,73.26,718.6,9.42,High,13,-55.32,-222.19,2056.32,-78.99,-19234.66,-20928.06,1.56,69.36,4091.1,-10.55,5,3894.4,30936.3,191.88,1426.74,1949.36,373.41,-1633.08,1.55,-68.53,171.88,-153.05,566.23,5,705.28
296.42,10.6,Rest,-23.82,2941.2,-25.48,-27074.01,35.1,870.13,6.77,Very high,11.68,-67.26,-153.09,1905.4,-85.77,-5760.14,-22231.34,-5.04,1.23,1923.36,-9.81,4,4768.95,26385.24,244.79,213.06,1188.44,551.04,-6682.14,3.71,-41.59,103.54,-141.39,388.79,3,1301.82
176.68,15.14,Europe,-28.16,1260.45,40.14,-28536.48,-65.82,837.46,4.92,Very high,15.8,-58.11,-167.91,857.7,-76.38,-8991.12,-22716.62,-12.06,30.03,275.19,-2.92,2,3938.51,31432.68,276.74,1278.68,1351.5,441.06,-3022.14,2.09,-37.16,135.9,-128.74,733.63,5,3794.19
189.12,245.38,USA,-16.78,4131.06,-27.38,-32600.67,80.2,824.94,7.59,Very low,13.52,-56.13,-187.54,1773.22,-77.1,-6166.96,-28560.6,-3.39,1.26,2171.25,-18.66,1,3061.51,19995.72,223.79,2240.82,1525.92,291.06,-6334.68,2.8,6.53,118.52,-152.57,409.57,3,648.65
143.76,41.84,USA,-16.72,1990.32,-107.32,-16151.37,85.78,1190.28,7.92,High,12.46,-63.48,-234.73,1630.56,-60.27,-10367.06,-13693.1,-0.54,0.12,2938.83,-5.54,5,4709.07,37352.73,221.94,-51.38,1264.72,252.54,-6596.37,5.81,-30.23,252.9,-176.16,390.76,6,-63.25
236.08,18.44,UK,-11.64,518.49,23.58,-25935.06,74.52,864.01,11.18,Very low,13.2,-58.62,-132.46,1192.72,-74.37,-18041.14,-13702.78,-12.09,0.36,1101.3,-6.51,7,4412.44,33477.42,216.29,1633.82,2084.48,240.72,-12701.85,7.4,9.83,229.74,-177.24,227.52,7,-906.26
205.5,44.22,Europe,-24.72,2852.07,-40.02,-32724.09,76.16,679.3,11.22,Very high,29.5,-88.2,-208.43,2035.58,-65.7,-14456.76,-21086.56,-8.94,4.38,3095.19,-3.68,4,27.49,14481.39,191.37,1555.24,845.66,304.29,-7086.48,2.47,-94.06,221.64,-166.52,535.41,4,-117.05
372.78,-19.4,Rest,-15.68,448.35,5.8,-21142.41,43.24,977.88,9.96,Medium,25.14,-57.18,-282.36,1503.64,-80.91,-14045.18,-18251.06,4.29,4.41,1718.88,-15.72,3,3386.82,27154.8,247.99,990.16,2849.82,262.11,-5686.92,9.87,3.9,174.88,-147.02,614.07,3,1850.73
176.56,137.46,USA,-18.66,1740.45,-67.62,-34263.78,100.72,1402.38,7.41,Very high,15.1,-65.25,-185.84,1164.9,-72.96,-12101.78,-18939.98,-14.13,10.8,2349.36,-12.83,2,8938.48,28552.77,50.36,1099.9,1456.22,342.75,-6249.9,0.6,-31.98,282.3,-152.36,607.63,2,1350.93
247.12,54.14,Rest,-15.28,3165.81,8.88,-32654.76,-72.08,973.23,11.39,Low,3.86,-67.23,-172.36,1917.24,-65.07,-19056.78,-28870.12,-3.69,13.02,2733.63,-18.73,3,6527.46,21531.81,192.33,562.96,1553.34,237.09,-5710.56,7.47,-11.65,234.86,-169.54,592.02,6,-341.11
249.36,157.88,Europe,-26.04,2884.29,-34.98,-28653.39,67.52,1620.33,5.97,Low,15.22,-67.92,-186.66,2667.68,-55.44,-22186.58,-17714.78,-6.18,37.2,2397.27,-6.35,1,6016.78,25637.85,241.28,-149.14,1538.38,172.71,-8325.06,1.03,-19.88,232.3,-149.26,-21.53,3,234.74
174.64,62.1,Rest,-18.52,2227.05,-14.22,-36447.39,108.98,1151.2,9.1,Low,32.8,-69.75,-194.65,1497.32,-75,-11599.78,-15982.84,-9.21,0.93,2254.83,-1.61,3,5672.32,34018.62,207,1438.44,1386.76,351.03,-6433.8,0.5,-42.45,231.26,-171.68,551.17,4,-765.74
157.48,144.1,UK,-32.12,1829.01,-3.7,-34921.26,150.42,880.28,9.33,High,16.2,-58.08,-173.81,1527.02,-65.58,-13811.66,-9902.98,4.77,18.54,3843.15,-7.91,4,4469.05,30728.1,253.95,397.22,1909.62,248.31,-6712.92,1.12,-34.82,201.7,-185.36,810.63,3,1403.3
134.9,42.52,USA,-29.42,1692.27,-54.3,-32102.88,64.94,743.25,9.06,Low,24.14,-61.32,-232.04,2261.6,-93.75,-25924.94,-13150.62,-5.4,1.98,3386.25,-8.3,3,10023.15,31911.3,211.42,492.16,3327.2,298.47,-5364.18,4.54,15.84,121.18,-141.1,242.85,6,-148.06
203.68,138.36,UK,-29.32,805.71,47.42,-27482.07,68.06,568.22,10.14,Very high,3.1,-63.24,-157.9,1280.2,-97.98,-6948.04,-13194.8,26.85,1.5,1885.26,-0.44,7,2249.92,26812.65,236.43,823.38,2057.52,276.6,-6028.62,1.72,-57.23,93.88,-149.82,713.95,2,1109.2
226.88,-39.36,Rest,-15.66,3565.02,-65.9,-24282.24,82.58,1081.22,13.18,High,14.98,-74.1,-179.45,1950,-53.61,-16423.72,-20027.6,-8.43,1.2,1528.29,-8.97,1,1877.07,35999.55,181.96,1151.42,982.6,174.36,-6220.14,3.84,-78.25,92.3,-223.52,583.55,5,-570.64
183.94,101.2,USA,-17.94,2416.86,-14.28,-23906.22,74.76,382.63,-4.21,Low,9.82,-52.08,-193.08,1587.64,-74.55,-9421.2,-15003.78,-4.56,0.21,1783.05,-8.29,5,400.28,25697.61,208.92,601.88,1517.2,371.31,-5887.23,2.54,-38.26,288.16,-178.85,801.26,7,-18.04
280.1,36.12,UK,-22.42,1296.63,77.68,-34560.24,-7.62,829.79,7.21,Very high,11.84,-58.98,-247.24,2310.14,-89.13,-10194.84,-16380.46,-10.05,0.03,2704.11,-7.83,4,5129.78,22229.82,116.7,-371.02,1841.02,267.15,-5579.64,4.77,1.19,186.4,-177.64,412.34,3,285.71
192.1,92.08,USA,-18.32,3975.54,-14.04,-22480.53,137.2,1100.81,4.31,Low,33.24,-67.83,-236.73,591.58,-73.89,-23010.9,-21594.04,-26.31,0.27,3280.8,-11.25,4,5934.47,17443.44,188.54,467.04,1544.36,231.93,-5812.5,7.77,-23.22,200.54,-150.53,426.06,6,48.36
197.88,-2.32,Rest,-20.8,3886.41,-11.66,-36967.59,61.24,666.5,10.45,Very low,4.54,-59.28,-173.62,1576.9,-98.07,-13342.88,-22876.12,3.48,0.27,1506.81,-13.58,3,2281.26,31957.35,250.51,569.04,2184.4,274.71,-5237.85,5.48,-68.23,221.88,-143.27,634.87,4,-340.06
111.78,-11.36,UK,-15.58,3175.86,0.76,-19485.15,60.9,582.29,12.77,Low,18.58,-54.18,-154.64,649.78,-55.77,-14647.56,-16653.36,-3.75,7.32,3187.83,-6.64,8,3343.76,15543.84,241.63,1236.26,882.88,354.72,-8206.44,2.54,-37.64,156.72,-157.79,593.33,3,1506.14
299.68,-81.58,Rest,-20.28,3168.42,58.68,-12670.44,180.7,1001.21,8.29,High,1.02,-59.04,-172.83,1429.3,-65.52,-11331.74,-29083.32,0.99,1.32,2964.15,-12.3,4,525.65,25906.86,227.67,273.32,1856.82,230.76,-6880.38,2.82,-33.17,347.92,-180.98,806.83,4,2320.01
174.06,-7.16,Europe,-26.1,2239.23,-89.52,-15140.37,132.1,432.75,9.49,Very low,25.32,-69.6,-176.73,670.74,-103.35,-19667.02,-19024.24,-21.87,0.18,3048.63,-5.07,3,3274.64,30742.11,219.61,955.84,2123.54,423.03,-5363.73,7.82,34.71,223.5,-166.38,131.25,4,-33.27
263.42,51.68,Europe,-19.48,2461.47,51.46,-4858.02,92.74,722.16,10.42,Medium,25.38,-54.93,-210.22,2242.08,-67.62,-25425.48,-19625.68,-14.28,1.62,2048.16,-11.79,4,7318.09,19097.13,184.39,368.64,1877.02,448.17,-6372.87,3.1,-57.42,150.28,-171.16,632.33,2,1958.62
219.26,22.26,Rest,-21.72,203.85,2,-12633.33,169.02,1137.71,8.24,Low,11.8,-54.33,-147.16,276.1,-63.21,-16905.04,-17024.86,-26.13,0.15,2139.99,-6.02,5,5330.22,40417.8,221.17,665.38,1716.4,254.82,-5034.36,9.93,-108.65,223.36,-115,336.74,6,653
121.38,11.28,Europe,-20.22,2685.57,-9.58,-22404.33,15.6,304.9,7.15,Low,26.54,-60.6,-187.98,1326.36,-63.24,-18700.12,-14974.04,-19.62,13.08,3667.17,-11.63,5,4663.03,22549.92,259.63,1306.66,1428.1,196.53,-4302.03,1.66,-2.51,220.2,-234.84,606.52,5,578.76
252.32,-8.34,USA,-29.56,2578.59,105.68,-15789.99,23.66,1196.06,14.76,Very high,22,-76.56,-151.85,1243.08,-75.6,-9930.68,-21645.5,28.5,1.59,2847.06,-14.47,6,4059.49,13625.31,250.65,1319.52,2707.2,350.07,-9583.02,4.85,3.36,188.32,-152.82,447.79,3,211.52
252.54,-47.88,Rest,-30.94,-9.93,49.78,-37610.61,52.42,844.61,11.17,Very high,20.72,-62.22,-172.88,920.04,-47.13,-19541.92,-22884.5,-5.13,1.02,2653.5,-10.13,5,-1138.74,12149.76,186.02,2180.96,2666.38,450.96,-5806.5,4.7,-39.23,165.08,-168.13,369.97,5,1848.5
61.7,-0.04,UK,-32.94,3191.55,-93.54,-20851.83,9.42,1117.98,16.26,Low,13.66,-60.69,-123.17,2204.44,-66.87,-14930.98,-17215.72,-11.97,1.38,1109.61,-10.93,3,-53.17,34642.44,232.35,-60.06,2346.38,288.81,-8271.81,4.66,-93.51,176.98,-147.12,941.57,5,-251.6
192.68,95.88,UK,-24.92,2154.69,37.06,-17804.82,163.66,978.63,6.34,Medium,15.4,-66.06,-178.75,1993.22,-23.64,-24652.28,-9693.1,-7.5,0.24,3814.98,-11.05,4,8034.12,31091.1,172.66,-281,1136.38,338.94,-6923.88,2.66,-43.05,250.78,-161.36,1193.87,5,-721.24
219.14,20.64,USA,-12.26,3612.24,-35.3,-40368.69,86.88,930.85,11.41,High,3.9,-57.93,-137.79,991.08,-88.53,-9913.08,-17700.28,4.5,43.95,2515.35,-10.74,3,877.28,40782.3,225.67,-38.46,1651.84,379.17,-6799.95,4.6,-86.69,251.76,-180.36,515.86,8,649.41
213.68,178.66,Europe,-29.38,1080.3,-77.74,-32130.57,124.26,883.04,10.8,Very low,15.62,-65.73,-142.27,2040.58,-59.4,-11405.92,-25955.4,-9.9,2.34,2944.11,-11.9,4,4973.44,43088.94,165.22,-115.04,1363.34,175.29,-5847.63,3.23,22.23,125.98,-185.28,193.53,7,-138.8
101.62,184.18,Rest,-24.4,5013.63,-4.56,-15450.69,148.86,450.87,9.38,High,7.02,-57.42,-166.05,1433.6,-67.56,-15362.24,-23074.44,-5.64,43.35,1753.8,-9.3,4,45.56,32709.03,172.46,878.38,2396.5,434.91,-6075.3,1.39,-8.46,196.7,-191.34,674.79,6,2257.4
117.22,-151.62,Rest,-24.26,766.2,-3.3,-22382.46,166.42,325.05,7.66,Medium,8.02,-65.01,-50.22,2531.16,-51.33,-5113.56,-19427.6,3.51,9.66,2465.25,-7.04,1,-1317.8,19447.32,280.24,-525.46,1674.94,232.95,-6429.36,5.54,-21.46,190.4,-175,513.08,3,531.69
189.06,55.82,USA,-16.4,1579.95,8.06,-20601.09,45.4,372.44,5.62,High,11.28,-51.78,-103.56,1545.78,-64.38,-11715.74,-29341.76,-5.76,84.36,839.91,-7.11,2,-1244.78,21063.09,154.59,468.28,2036.6,389.43,-5951.49,8.98,-22.21,107.1,-87.91,387.08,5,1573.08
180.28,35.5,UK,-18.52,2804.16,-115.04,-33265.08,165.66,333.53,16.69,High,11.16,-67.98,-199.5,1428.08,-65.97,-8419.14,-14536.68,0.45,0.87,1913.64,-8.55,5,-1591.25,18118.47,231.07,716.56,2000.52,282,-5646.27,4.49,-46.45,213,-188.01,167.33,8,-660.57
197.9,7.12,Europe,-20.16,2035.08,222.58,-15613.47,206.48,1420.18,7.88,Low,14.52,-57.42,-203.31,2151.3,-70.02,-27590.82,-12043.8,13.26,2.64,2047.65,-12.22,5,3056.67,18442.95,243.07,913.9,1549.6,231.45,-5480.22,1.37,8.1,189.92,-138.72,281.29,6,-108.2
151.4,24.88,UK,-26.98,2864.37,-108.96,-22316.28,-31.16,698.54,8.61,Medium,17.82,-53.82,-235.7,1851.74,-64.11,-12970.84,-8674,-19.38,12.57,1830.27,-11.18,2,694.61,35884.92,215.9,-170.72,1937.86,306.42,-6879.99,1.34,-131.07,247.7,-143.22,951.3,7,447.97
273.6,20.64,USA,-24.82,-396.36,-120.66,-16999.44,87,354.64,7.61,Medium,15.62,-60.69,-198.46,1599.98,-66.87,-22978.66,-17212.06,-17.91,3.42,2506.89,-9.2,5,2751.14,28437.84,213.38,551.28,1625.38,411.78,-6278.16,2.58,-61.99,320.24,-119.02,1211.86,2,543.41
213.4,124.18,Europe,-25.08,2313.96,-20.9,-12477.63,76.48,1043.2,12.37,Medium,26.78,-64.92,-202.5,1634.9,-74.94,-19066.54,-12948.88,-19.68,24.06,2613.75,-13.51,4,1606.3,23683.11,212.21,55.38,2131.24,413.67,-6895.47,2.95,-73.87,211.56,-206.17,853.12,3,1091.89
